label	text_a
smile	週末Chilling out  經過幾日嘅工作勞累， 嚟到週末梗係要輕鬆吓啦， 今晚E仔同我去尖沙咀chill吓。 呢度星期四至日晚 9:00後有live band 即係今晚有live music聽嘞 近期好少去咁熱鬧嘅酒吧餐廳。 個餐牌幾似一份報紙， 幾得意喎。 先叫杯mocktail 解解渴。 Left Ice 主要係雜莓+牛奶， 口感似沙冰，雜莓嘅果香帶微微酸味， 清新醒神，感覺可以醒胃 Bananana Stick 條香蕉雪到變成冰， 飲落味道甜甜哋帶薄荷味，幾清新。 德國咸豬手 豬手大大隻，表皮焗到脆卜卜， 肉質滑滑肉汁充分， 係邊位肉有啲乾。 酸醃菜只有少少墊响底， 多啲就好嘞。 大家都鍾意佢啲筋肉位， 滿帶咸香又有滿滿骨膠原 唔怪之得舊同事話佢次次必點啦。 咁多肉，要兩個女子食曬有啲難度， 因為我哋仲有個豬扒... 烤西班牙黑毛豬扒配燒汁 黑毛豬扒充滿肉香， 又香又軟，肉汁豐富， 好口福 唔駛點燒汁都好好食呀 配菜係燒手指薯伴輕蔬， 顏色幾靚，夠醒神， 輕蔬係椰菜仔、法邊豆、珍珠荀 (粟米仔) 最特別係有苗嘅紅蘿蔔仔，好可愛 新鮮又鮮甜，即時感覺健康咗。 差唔多9:00， 有樂隊準備表演嘞， 原來星期三來， 仲有機會碰上Big Big Channel Live添 有live music氣氛好正， 於是又叫多杯cocktail， 一邊飲，一邊傾， 一邊聽音樂，正呀 Earl Grey On Top 厚厚嘅奶蓋好吸睛，又正又香， 啲冰係用伯爵茶加氈酒自家製成， 可以保持杯嘢嘅味道，唔會越飲越淡。 Breaking Up Again 點呢杯嘢嘅時候， 店員貼心提醒話酒精好重吓， 其實E仔都飲得吓嘅，多謝提醒。 杯邊夾住一束迷迭香， 飲嘅時候，聞到陣陣香草味， 好舒服，都幾好飲 聽住音樂傾吓講吓， 好放鬆，感覺非常好。 坐坐吓，又叫個甜品分享 自家製芒果雪芭 好香芒果味，真材實料 熱情果焦糖燉蛋 好靚，有熱情果肉，多了果香， 唔會過甜，好食唔漏... 食埋甜品，今晚就完美嘞。 臨走前去洗手間， 發現表演台背後別有洞天， 有桌球枱，好似天俾幾十蚊可以玩半個鐘， 如果想玩骰盅，可以要求坐响呢間房， 原來只有呢間房可以玩骰盅。 
ok	味道保持到水準 同朋友一齊出嚟食午餐，仲要帶埋小朋友當然就會揀一間可以拍到車嘅餐廳，最後我哋就選擇咗荃灣廣場食薄餅，係我近排覺得味道都唔錯嘅一間餐廳。因為我哋今次係聖誕節嘅關係，所以就有啲二人餐，我哋叫咗一個價錢最後每人$162講真係好飽，而且價錢都十分之合理，保持到水準。     我哋叫咗一個小食，麵包芝士，麵包都幾鬆軟，如果芝士味再濃一啲就更好，芝士醬汁都十分之多。薄餅方面叫咗火雞薄餅，材料比較少左啲，但味道都幾好食，帶點微辣，皮夠脆口。海鮮意粉味道好味，而且又帶點辣，海鮮方面都份量不少，意粉口感不錯。飲品叫咗一個花茶和一個榛子白朱古力，榛子白朱古力唔太甜，有驚喜，但朱古力味就比較少。 
cry	天使級外表👼 地獄級味道👿 呢間係由台灣著名藝人納豆，過嚟香港開咗大量分店嘅良辰吉時⁣⁣。🤗 ⁣⁣ 火龍果珍珠鮮奶茶（$26） ［好飲度：1/10］⁣⁣ 我覺得真係好神奇！🤩 作為一間sell特色珍珠嘅，舖頭個珍珠竟然可以係完全唔煙韌、完全冇味、完全冇咬口、仲要完全硬嘅。😱 個奶茶唔好睇佢粉紅色咁樣呀，一啲火龍果味都冇㗎！🤥 不過都合理，反正佢一啲果肉都冇。😒 個奶茶呢就奶冇奶味，茶冇茶味，得浸死甜味，似飲緊糖溝水加食素啦⁣多啲。😭 ⁣⁣ 魔神仔畫符水（$27） ［好飲度：0/10］⁣⁣ 呢杯更加地獄級！😈 根據佢個說明呢，呢一個其實係芝麻味配白玉珍珠嘅鮮奶嚟嘅。🤨 芝麻係有嘅，間唔中咬到粒丁屎咁細粒嘅芝麻咪會有啲芝麻香囉。😐 但係你話佢係鮮奶我真心唔信囉，一啲奶味都冇，連甜味都冇埋，似用水溝稀咗一萬倍嘅芝麻糊咁。😫 個白玉珍珠仲好笑，人整白玉你整白玉，佢嗰啲硬㗎，又係垃圾。🤮 仲有我見到廣告係話送張鬼神貼紙，我覺得幾得意用嚟影相先買哩個，結果張貼紙⁣⁣係失蹤㗎。😰 ⁣⁣ 其實呢間舖頭啲嘢飲真係淨係for打卡用㗎咋，影完相揼得㗎喇⁣⁣。🙃 ⁣⁣ 其他評分⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ 靚靚度：9/10⁣⁣ 性價比：2/10⁣⁣ 回頭度：絕對唔會 
smile	抵食下午茶 話說今日星期日晏晝放工，小妹我又去左食日本野啦 事因媽媽去左黄大仙買年貨，所以我就出左去搵佢。  今次去左位於G/F 嘅和氣食堂嗌外賣，其實喺directory 見到佢，我無諗過佢價位㗎，淨係丼飯張相吸引左我過去  啱啱去到三點幾左右，開始左下午茶，都唔少人排隊。  話說下午茶有好多款簡，但係因為小妹我好中意刺身丼，所以我就簡左T22 火炙三文魚蟹棒丼 都係$49 包野飲，正呀   拎到翻屋企即刻開餐！ 丼入面有兩條蟹棒同兩塊三文魚，仲有大量飛魚籽。下午茶份量黎講都算多 飯量亦都十足。
ok	不過不失既星星雞蛋仔 假日嚟到赤柱都係志在閒逛下同埋食吓好嘢咁，咁岩經過呢一間賣雪糕同雞蛋仔嘅鋪頭堆滿晒人，行過去發現個賣相有幾吸引，就忍唔住手買咗一個黎試吓啦。  我叫左一個朱古力星星雞蛋仔，其實叫呢一個都係貪佢個樣幾得意咁，不過出到嚟就發現唔係粒粒雞蛋仔個星形都出到黎，有少少失望。不過好彩啲星星都仲係脆嘅，整體嘅味道都唔錯，不過就冇想像中咁驚艷，不過不失啦。  至於個價錢方面，普通單一味道嘅雞蛋仔就係＄28 ,但係星星雞蛋仔就要＄38 ,加啲星星就貴左＄10 ,坦白來講我覺得唔係好值呢一個價錢。不過去赤柱呢一啲旅遊地方我都預咗佢嘅售價會比出面貴啲，值唔值就見仁見智啦！ 
cry	食屎都唔會再嚟，超受氣 價錢係貴，自己揀嘅，唔計較啦。食到果碟百花釀油條，咬咗一口，吐番出嚟，D油條霉嘅！於是叫果個左邊分界曲髮阿姐，同佢講：”D油炸霉㗎喎！” 阿姐話：＂係益先會換㗎喎！” 我話：”我唔係第一次點呢個菜, 麻辣湯底，點分呢？” 佢話 “ 冇得退，我地日日賣好多碟”. 多謝你，香港仲有呢種服務態度，我食屎都唔會再嚟! I repeat in English. I’d rather eat shit than coming back. I mentioned to the waitress in curly hair that the food is not fresh. She said they won’t return the food if it doesn’t smell bad. I ordered a Sichuan chilli soup base. 
smile	靜靜品嚐日本味 休息，想食好點，想起粉嶺有間新開日本野，就約埋朋友一齊食。 中午黎到人唔太多，靜靜地，位置也較為寬闊，坐得舒服，又可以慢慢傾下計。 估唔到呢度都幾多種類選擇，刺身、拉麵、燒物、料理都有，下次要帶定多幾個胃黎。 牛油果軟殻蟹飯卷，新鮮既嫰滑牛油果配上炸到脆卜卜既軟殻蟹，口感好豐富。 豬軟骨拉麵，豬軟骨好入味，軟骨部分有滿滿膠質，拉麵夠爽，加分的配料係溏心蛋，蛋黃仲係流心既。 最後重頭戲，刺身拼盤，刺身慢慢品嚐，可以搭出有唔同既魚鮮甜既味，加埋檸檬調一調味，再添加多點清香。  估唔到粉嶺都會開左間唔錯既料理店，等下次天氣冷點再試佢既鍋物。
ok	大食代烏冬記 去到油塘大本營，一個人食飯，是是但但，foodcourt搞掂。 見到有〈八福烏冬〉。幾年前喺旺角食過覺得佢嘅冷烏東幾好食。今次一於encore！！ 今日都幾肚餓，所以36蚊既套餐中既冷烏冬用5蚊加大，個餐仲包芝士龍蝦丸同吉列帶子各2粒。 另外仲用12蚊加配二塊蟹肉忌廉餅。 當然要先講主角，烏冬啦！果然加大咗份量係唔同啲，真系好大碗！！ 不過麵質就真系一般啦，比以前食既時候差咗好多。口感唔夠Q彈，有啲似食緊橡筋嘅feel。 但個堅魚湯底凍冰冰，都ok既！ 芝士龍蝦丸就。。。。正常啦，外皮都脆嘅，個心都熱而且芝士量都ok。 忌廉蟹肉餅亦ok，以12蚊嚟講算係超班！ 烏冬麻麻地，反而炸物幾好，都幾搞笑。
cry	咁多個"喊"評 原來不無道理 11點幾覆完診喺附近搵嘢食，大部份食店都未開，其實已經查咗openrice既食評，但心諗無得揀就一試啦(唔想去茶餐廳) 點知真係完全中伏，唔可以用難食嚟形容，因為根本完全無味又細碗，真係中晒伏。 油菜26蚊碟附送蠔油，想再加蠔油的話盛惠5蚊 (但蠔油味道豪無特別) 食完個肚都仲係空空 總括無樣好     
smile	2018-02-26 霞飛而家只此一家喺赤柱， 價錢非常合理，仲要係赤柱呢個咁寫意既環境，我哋坐得好舒服，寬敞靚裝，啱我!  鮮肉小籠包: 肉汁好夠，一咬落去流曬出嚟，而且味道係好香，唔新鮮做唔到咁多汁同咁甜既肉味! 唔怪得佢叫鮮肉小籠包啦😂 真係名副其實! 不過略嫌佢啲皮唔夠挺身，個外表爭咗少少。而醋同薑絲個窿度恰到好處 。 雪裏蕻蓮藕炒年糕:  爽脆嘅蓮藕加雪菜再加火腿，鹹鹹哋炒出嚟效果好好。年糕又非常煙韌， 成個口感好得，因為又脆又煙韌撈埋一齊。 灌湯牛肉餡餅: 佢係用蒸嘅方式跟住放牛肉喺裏面煎，一咬都係好嘢味。其實我都特別喜歡牛肉包用煎嘅方法去做，就係囉佢香上家香嘅味道同口感!      
ok	佳餚美景 生活泰道 呢排天氣好返啲，就約左朋友去玩stand up paddle，一返上岸就俾岸邊呢間大大間既泰國野吸引住～ 室外有有太陽傘既露天茶座，可以邊望海望食野，幾好view，有渡假既感覺 ，落單後十分鐘內已經新鮮熱辣上枱。  即叫即炒， ，如圖所見蛋、芽菜同豆腐都好多，大蝦碌都有六七隻。 但 ，唔夠獲氣。  用既係雞脾肉，唔係雞件， 。味道適中，有椰香，可以再辣啲。  有咖哩當然要配薄餅。薄餅口感酥化，牛油味香濃。  正當我地好奇梗沙律點解反而最後上既時候，謎底終於解開 原來 。 ，味道 ，食落好清新，腰果多而大粒口感豐富 雖然價錢比正常泰國野貴，但份量大、質素高，員工態度亦好好，會主動關心菜式岩唔岩客人口味，下次再黎西貢定必再試。
cry	店員好亂，服務差到爆 第一次食飯差到要寫食評 ， 上網見到T TOWN呢間有片皮鴨食諗住去試下 同女友去到餐廳門口 企左好耐都無店員問人數帶入座 期間有多名店員都見到我地企係到呆等都直接無視 隔離果位睇落高級少少員工都行埋一邊吹水 仲以為呢到係入到去見有位就坐低果款  坐低後點左片皮鴨 鮮肉鍋貼 雞絲粉皮，只係點左三樣野 都可以落錯單，咁見到黎果樣菜同我點既唔同 就搵店員問清楚 究竟係我自己寫錯定係上錯枱啦 點知個店員同我講：係呀 呢個唔係雞絲粉皮 ，問我有無食過碟野 我答無 之後就繼續抹枱 ，好似無事發生咁 我同女友都呆左，再問佢多次我想check下落既單 佢好似如夢初醒咁 即刻搵第二個幫我check 原來係落錯單。  咁講下食物既質素啦 我自問對食既方面無咩要求 但同網上既食評完全係兩回事  鮮肉鍋貼 - 皮厚 餡細 無肉汁 講真是但街邊買都好食過佢  雞絲粉皮 - 我淨係食到花生醬  片皮鴨 - 鴨皮算脆 但切得過厚 都算OK，塊包皮又厚又粉  咁食完叫埋單 黎左張單收$10既花生錢 坐低果時只係得餐具 何來花生 同店員講無見過有花生 佢立即幫我去改單 都算加番少少分，點知比番張卡我簽單果陣 都可以比錯第二枱既單我 錯漏百出 心情由入門口果刻開始就未平伏過 呢間餐廳絕對唔會再有第二次 
smile	平靚正海南雞飯 好耐之前已經聽聞太安樓有好多好嘢食. 今次朋友就帶咗我去食依間海南雞飯.  8:00pm仲係有超多人排隊, 不過好快就到我落order. 依度可以揀堂食或帶走. 大部分食客都係揀帶走, 因為堂食嘅位唔多.   海南雞飯 (HK$35) 加雞 (HK$8) 依個海南雞飯真係冇令我失望. 油飯份量多, 同埋好香. 雞肉好嫩滑, 而且冇骨. 另外, 個飯跟兩個醬汁. 我比較鍾意點黑醬油加薑蓉. 不過, 我覺得唔點醬都好好食.   總括來講, 海南雞飯真係好好食, 值得再試. 不過堂食嘅位置唔多, 下次可能會考慮買走.
ok	黃金雞蛋仔 好食但貴 今日路過筲箕灣，見呢間平時大排長龍嘅低調高手竟然唔係好多人，就諗住上前去睇下啦。竟然比我見到呢個黃金雞蛋仔，近幾年香港嘅雞蛋仔嘅口味越出越多，但鹹蛋黃嘅就真係未試過啦，今日口痕就買咗嚟試。  好彩唔算多人排隊，不過我都等左成10分鐘先有得食。  入面咸蛋黃嘅份量唔太多，要食多2口先食得出，但味道都幾香濃，冇令我失望到。  但係，坦白講 28蚊以一底雞蛋仔黎講真係貴，雖然係好食，但滿足好奇心之後，應該唔會食第二次。 
cry	無誠意的拉麵 今日同表姐一齊去黃埔Aeon Style行街買野，行到夜晚8點，就費事出去搵其他餐廳食晚飯，所以決定去Food Court搵野食。Food Court 有各種不同類型的日本餐廳，天氣凍凍地就決定食返碗熱辣辣既拉麵，暖下胃，眼見誠拉麵未試過，而且又唔洗排長龍，就決定今晚食依間啦。 2個人一人一碗拉麵，再加配烤餃子、鹽燒雞軟骨小食。我就試左豚骨味噌湯底，紫菜偏淋，湯底有少少味噌味，拉麵彈牙 ，但都幾重鹼水味，半熟蛋流心，叉燒偏肥普通，用左火槍輕一輕燒過，但焦香味不足。 餃子我見到係急凍包裝餃子，用煎爐煎底，但煎既時間太短，餃子底唔脆。最差係鹽燒雞軟骨，烤到燶曬，咬都咬唔開，真係唔明白，點解咁都可以上菜比人食，我懷疑店員係眼尾都無望過碟雞軟骨，自己出品都唔留意，差到咁都可以比人，亦浪費左食物，實在太過份，最終成碟2串食唔到。我地都費事換，因為覺得換完都唔會好食，整體質素低於水平，永不再黎。  
smile	涼茶當然要凍飲啦 都熱到死當然係要飲啲凍冰冰嘅野啦，老人家死日話飲凍飲好傷身。咁涼左嘅茶算唔算好傷身呢？唔理咁多就梗係去飲涼茶啦仲要飲凍嘅涼茶添。我哋呢啲有選擇困難症嘅一見到嗰個Menu咁多涼茶唔知揀乜野好😦企左係度揀，老闆見我呆掉了就走岀黎介紹。收集範圍飲呢平時涼茶鋪好少見到嘅咁收費係呢個洛神花同龍舌草之間掙扎左一輪就，因為食隔離果檔串燒好似好熱氣，就飲個清熱解毒既龍舌草。其實我冇飲過龍舌草原來佢係咁嘅味嘅😂至少佢唔似溝左水嘅，$15支好抵飲 
ok	特別整法的蛋糕🍰 呢間cafe位於堅尼地城地鐵站附近，出左地鐵站大概行1分鐘就到，所以都幾易搵幾方便。呢日夜晚去到都無咩人，藍綠色的主題色望落好舒服，影相打卡一流呀！ 上次食過佢地呢期hit到爆既earl grey cream cake，今次試下其他野。我地點左個香蕉蛋糕同熱朱古力。蛋糕濕潤而鬆軟，都真係幾有香蕉香味。雖然價錢對比一般cafe既蛋糕黎講其實算貴，但係據店員講佢地堅持用的食材原料同其他店唔同，所以價錢都會相對地高少少。 
cry	大失所望 一行六人, 由榕樹灣行過黎食晚飯, 諗住天虹有保證, 點知大失所望! 1) 椒鹽鮮魷 - 好多粉漿, 又好鬼咸 (60分) 2) 蒜蓉蒸元貝 - 超失望, 粒元貝得五毫子銀大。最過份係同個殼甩開哂, 重要有雪味! 有冇攪錯呀 (<30分)! 3) 大花竹蝦 - 每人一隻, 味道不過不失。不過@%蚊两就贵咗D (70分) 4) 豉椒炒巨勝子 - 都唔"巨"嘅, 味道就唔錯 (70分) 5) 椒鹽大尿蝦3隻 - 算係成餐飯最好, 味道可口 (80分) 6) 大連鮑 - 每人一隻, 有D煮過火、更可能係D料唔新鮮! (60分) 7) 上湯浸才遠 - 普通灼菜, 好難整得唔好食 (70分) 8) 砵酒焗美國生蠔 - 落單時講明係桶蠔 (一桶有五隻), 之後行埋黎話支砵酒用哂, 迫住轉咗薑葱焗, 都算。最過份係上檯時變咗＋隻左右, 啲咁大隻嘅蠔仔 (真係好細隻架)! 最最過份係D蠔仔隻隻爛溶溶...... 結果半煲冇食! (<20分) 9) 菠蘿咕咾肉 - 呢個係後加嘅, 知點解冇.....................因為真係冇啖好食, 但又係好厚粉, 唉! (60分) 埋單, 位位4舊, 嘩!!! 唔知食咗D乜!!! 差, 一次就夠, 以後唔去lu! 
smile	認真優質!! 奧海城望海景食小菜 認真優質!! 奧海城望海景食小菜 價錢又唔係話貴 仲有個海景添 係戲院果邊有個門口入去架 上次係廣場food court 果邊搵左我勁耐呀 佢有戶外同室內區 我地梗係揀出面啦 出到去先知 仲有海景睇 就係甘 都唔差呀 幾有心思 嗌左個蒸雞 D雞好滑 又入味 一個菜心炒牛肉 滑牛又惹味 菜心又清新新鮮夠清甜 唔老 跟住見佢d燒肉好似主打野 就梗係嗌一個燒肉飯黎食下啦  上碟已經覺得好靚好抵食 隻鹹蛋仲要有少少流汁架 好食呀！ 燒肉真係用五花腩黎做 個底唔會鹹 肉質鮮嫰  皮脆肉滑 仲好食過某大燒味主打既餐廳！  由於朋友鐘意食粥 又嗌左個及底粥黎食 個豬潤爽口好食！ 呢間又唔貴又好食值得再黎呀
